link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	1.99	4.98	468.92	159	159	110.742684	3769.861224	0.590913	0.067156	1.577958	1.620543
-104179543#1	0.61	4.72	257.37	159	159	18.865504	601.411096	0.099617	0.010343	0.249456	0.258529
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.45	9.35	106.49	18	0	133.030222	9361.450396	0.817374	0.120522	3.55109	4.024145
-104688711#4	5.38	9.38	105.91	18	18	112.537903	8011.540025	0.692877	0.099331	3.012692	3.443873
-104688711#5	8.56	9.10	163.41	18	18	345.766706	20945.042108	2.057537	0.33069	8.385158	9.00345
-109406983	17.45	8.84	107.92	6	6	739.396982	45574.962486	4.431359	0.79424	18.516878	19.59078
-109406986	3.04	6.95	339.04	91	91	85.928897	4095.645995	0.485302	0.065996	1.657296	1.76057
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.83	11.78	3390.88	412	412	291.494561	21543.222696	1.830086	0.363653	8.645556	9.260507
-12319876#1	8.96	8.46	3921.93	412	412	342.421414	15987.825119	1.928335	0.272638	6.40422	6.872586
-12544650	15.75	11.16	5838.74	361	361	379.665685	30741.667577	2.438953	0.462746	11.895465	13.214587
-128245297	12.57	12.15	1075.84	83	83	590.774434	44051.637402	3.722271	0.770492	17.878737	18.93586
-128245298#0	0.32	13.10	56.63	83	83	5.482648	696.450353	0.04094	0.009575	0.259945	0.299375
-128245298#1	0.38	13.12	61.81	83	83	7.389271	900.723584	0.05445	0.012611	0.338396	0.387183
-128363658#0	2.96	12.77	236.26	71	71	57.816859	6358.287298	0.410395	0.092575	2.422964	2.733157
-128363658#1	4.6	12.90	350.15	71	71	85.510349	9727.350051	0.612622	0.140703	3.693404	4.181373
-128363658#2	1.68	12.79	145.71	71	71	25.91964	3118.997123	0.187762	0.042179	1.163907	1.340727
-128363658#3	20.11	12.83	1802.42	88	88	309.830768	38133.314472	2.279902	0.520985	14.242393	16.391913
-128363658#4	5.45	10.94	518.24	88	88	474.024902	28857.373161	2.844098	0.559571	12.178777	12.404494
-128363658#5	7.84	5.68	763.12	88	88	515.004772	14802.212	2.691312	0.303794	6.34333	6.363017
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.26	7.97	67.98	14	14	126.893472	6839.185616	0.735342	0.109907	2.760667	2.939905
-128825640#1	12.67	8.76	177.23	0	14	307.161524	18839.402279	1.824663	0.25203	7.240399	8.098385
-13278020#0	1.77	12.61	1223.98	569	569	31.296083	3518.71803	0.223169	0.049646	1.329878	1.512549
-13278020#1	2.76	12.68	1783.61	569	569	52.955822	5761.087879	0.374032	0.084123	2.197125	2.476446
-13278020#2	1.6	12.58	1122.85	569	569	85.951961	6710.775843	0.550436	0.121922	2.750331	2.884657
-13278020#3	0.9	11.74	743.02	569	569	87.830426	5807.312054	0.538616	0.114056	2.457735	2.496295
-13278020#4	0.75	10.50	685.69	569	569	85.744319	5156.513116	0.513466	0.102785	2.202958	2.21655
-13278020#5	3.12	2.25	2754.00	527	527	335.970611	7910.584415	1.716198	0.178299	3.519839	3.400543
-13278020#6	7.28	2.75	4748.19	527	527	573.586596	11891.928675	2.890445	0.269949	5.287494	5.11207
-13278020#7	4.14	5.52	2632.81	527	527	313.51455	11658.295504	1.703834	0.239649	5.000929	5.011464
-13278020#8	0.61	9.08	596.08	527	527	61.140651	3446.893085	0.360583	0.068878	1.472144	1.481665
-13278159#0	14.41	2.00	6061.69	361	361	1505.407907	30723.42989	7.575795	0.707685	13.73707	13.207309
-13278159#1	3.72	4.52	1722.09	361	361	231.632786	6147.618325	1.197914	0.124995	2.626854	2.64269
-13714843#0	1.87	12.85	574.69	265	0	53.854064	5221.336197	0.366778	0.082836	2.041907	2.244424
-13714843#1	15.14	12.48	4113.99	265	265	274.460877	30186.637911	1.941877	0.424308	11.41346	12.975971
-13714843#2	14.75	12.42	4009.85	265	265	410.980317	37103.797546	2.733323	0.587228	14.556587	15.94932
-13714843#3	21.28	3.55	6919.24	306	306	1840.274065	40413.243908	9.322642	0.885006	17.660933	17.372703
-13715172	24.47	11.42	2886.95	116	116	946.872773	65603.205088	5.838606	1.09562	26.197761	28.200076
-13715172.291	24.8	0.70	3667.62	116	116	3120.081533	53626.453325	15.466487	1.312794	24.429914	23.053109
-13797599#0	4.33	11.79	459.03	97	97	253.839014	17790.645747	1.576152	0.324021	7.337776	7.647406
-13797599#1	30.72	6.19	3337.20	106	106	2337.590473	73765.590633	12.374085	1.481677	31.291225	31.709431
-13797599#10	0.38	12.77	41.25	55	55	5.032406	653.240598	0.037898	0.008876	0.243149	0.280801
-13797599#2	15.69	2.06	1439.73	80	80	1700.609519	30667.374539	8.462091	0.728991	13.798258	13.183353
-13797599#3	4.5	11.85	392.44	80	80	307.270356	21384.385241	1.905343	0.396699	8.871666	9.192184
-13797599#4	20.67	1.57	1303.50	55	55	2141.927313	39643.115817	10.682991	0.940215	17.860495	17.041814
-13797599#5	5.89	12.60	344.82	55	55	92.10878	11443.092394	0.680605	0.151979	4.252999	4.918911
-13797599#6	10.11	12.68	576.45	55	55	161.511126	19444.520728	1.180939	0.264137	7.27141	8.358388
-13797599#7	4.14	12.77	248.18	55	55	61.441241	7626.907001	0.45422	0.103263	2.844514	3.278488
-13797599#8	2.91	12.78	180.48	55	55	43.754364	5022.46201	0.314502	0.071004	1.897501	2.158944
-13797599#9	4.48	12.77	266.89	55	55	66.363863	8407.003143	0.494671	0.111166	3.117621	3.613822
-13797704#0	5.13	9.12	548.44	97	97	111.863337	7587.340197	0.682709	0.106985	2.928127	3.26151
-13797704#1	1.35	11.48	171.41	97	97	11.685023	1225.386927	0.081391	0.016731	0.461791	0.526744
-13798697	11.48	12.27	878.35	74	74	455.076491	35956.516188	2.916433	0.613475	14.473697	15.456127
-14326205#0	2.58	11.67	286.91	96	96	32.216412	3178.508369	0.218871	0.044771	1.202759	1.36631
-14326205#1	4.3	12.73	448.40	96	96	67.023269	8145.799961	0.491753	0.110827	3.042497	3.501539
-14326205#2	0.59	12.78	92.16	96	96	12.498093	1305.861729	0.08707	0.019582	0.502239	0.561334
-14326205#3	1.09	12.70	140.78	96	96	26.212382	2532.553028	0.177811	0.039078	0.983881	1.088635
-14326205#4	6.7	11.76	1399.66	197	197	101.113143	11026.812501	0.711737	0.150975	4.140512	4.739972
-14327505#0	2.39	1.51	1302.35	235	235	287.622859	6212.922465	1.455951	0.143081	2.781665	2.67078
-14327505#1	21.11	3.82	5254.35	235	235	1873.917272	50237.06939	9.716771	1.085417	21.933102	21.595395
-14327505#2	21.77	3.66	3022.51	131	131	1951.611484	47650.202873	10.007044	1.043577	20.872009	20.48351
-14327505#3	1.29	10.88	226.55	131	131	139.097785	8629.695074	0.839213	0.170587	3.671767	3.709512
-14328611	0.19	6.39	75.39	81	81	19.913004	871.316721	0.11124	0.017358	0.375794	0.374544
-14333888#0	2.9	7.59	133.94	38	38	126.918531	6833.11125	0.737198	0.119407	2.817962	2.93728
-14333888#1	1.98	8.90	95.50	38	38	65.191557	4006.517104	0.387781	0.055293	1.550483	1.722256
-14333888#2	1.91	8.68	93.34	38	38	101.073062	5581.272093	0.590405	0.097626	2.303882	2.399162
-14333888#3	4.18	8.34	158.34	0	38	126.461019	6963.493495	0.738384	0.122601	2.87988	2.993322
-14333980	14.3	7.57	164.22	11	11	660.594168	33326.08786	3.783986	0.582495	13.716962	14.325582
-156211618#0	11.77	10.34	1858.86	152	152	404.000518	22745.58243	2.360785	0.36187	8.88653	9.777475
-156211618#1	1.15	12.90	231.41	152	152	16.910382	2058.997235	0.123919	0.028283	0.77019	0.885076
-156211618#2	0.67	12.94	157.50	152	152	10.225773	1286.365228	0.075988	0.017388	0.478968	0.552955
-157156090#0	2.65	4.55	63.07	0	24	79.451516	2497.925041	0.41866	0.042724	1.034542	1.073786
-167487356#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487356#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487356#2	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487356#3	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487356#4	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487356#5	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487370	0.71	10.19	94.25	80	80	87.040998	5086.344121	0.517783	0.102416	2.182088	2.186388
-167487441	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-167487519	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-172963174#2	13.3	8.44	853.43	62	23	330.652794	19701.653829	1.952832	0.273956	7.639779	8.469029
-172963174#3	9.16	8.85	600.97	62	62	224.663137	14280.215347	1.346167	0.190489	5.477393	6.138549
-172963174#4	0.03	9.19	34.14	62	62	1.430974	89.649936	0.008592	0.001447	0.036055	0.038537
-172963174#5	4.05	8.85	284.06	62	62	122.088394	7510.258983	0.726991	0.10686	2.928085	3.228382
-193149514	3.33	9.34	691.82	180	180	170.486918	10218.569615	1.016045	0.182836	4.232991	4.39253
-198514517	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-200072875	3.59	10.30	400.65	99	99	71.712413	5956.636138	0.461807	0.076468	2.241023	2.560531
-207634492	4.16	1.25	636.31	80	80	483.454088	9495.691667	2.42475	0.224155	4.281078	4.081991
-207634505#0	4.83	1.97	2241.69	310	310	479.74811	10201.001768	2.424188	0.233652	4.560014	4.385164
