link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.04	4.87	147.76	49	49	112.700427	3761.80164	0.5996	0.067157	1.575735	1.61708
-104179543#1	0.63	4.56	82.06	49	49	16.838335	519.908866	0.088504	0.008901	0.215407	0.223494
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.72	8.91	110.32	18	0	162.3277	10152.439685	0.97049	0.144331	3.955511	4.364155
-104688711#4	5.7	8.85	112.21	18	18	151.318348	9528.588956	0.90412	0.124643	3.640488	4.096001
-104688711#5	9.0	8.65	171.85	18	18	353.612152	20207.063888	2.075279	0.318476	8.101971	8.686239
-109406983	16.88	9.14	104.38	6	6	764.436183	45044.133092	4.540093	0.828038	18.615701	19.362558
-109406986	2.96	7.14	264.86	73	73	92.165853	4630.920026	0.526848	0.078189	1.895861	1.990655
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.67	12.02	1717.84	213	213	260.285847	20205.00796	1.655265	0.330253	8.020484	8.685273
-12319876#1	8.07	9.39	1827.21	213	213	257.808573	14515.26841	1.508053	0.231721	5.693706	6.239568
-12544650	14.24	12.34	2003.60	137	137	247.002815	27576.938956	1.756586	0.380509	10.387494	11.854178
-128245297	12.57	12.16	1503.31	116	116	595.806108	44678.637478	3.761813	0.783096	18.143462	19.205374
-128245298#0	0.32	13.04	79.56	116	116	4.720158	645.3322	0.036241	0.008401	0.237687	0.277402
-128245298#1	0.38	13.04	86.81	116	116	5.649976	762.029591	0.043076	0.009965	0.280999	0.327565
-128363658#0	2.93	12.89	85.74	26	26	45.558763	5438.95168	0.332015	0.075275	2.04252	2.337977
-128363658#1	4.61	12.88	128.46	26	26	78.515538	9509.645806	0.576033	0.130342	3.560839	4.087798
-128363658#2	1.68	12.80	53.33	26	26	34.078077	3853.587698	0.242987	0.054826	1.458576	1.656494
-128363658#3	20.08	12.84	654.54	32	32	303.765548	37562.993131	2.237512	0.513288	14.031307	16.146754
-128363658#4	5.5	10.85	190.00	32	32	486.160266	29391.43098	2.911988	0.568785	12.395937	12.634066
-128363658#5	8.61	5.17	305.02	32	32	578.689743	16206.659928	3.013744	0.332485	6.934719	6.96676
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.25	7.98	96.89	20	20	136.712558	7305.5165	0.790993	0.1186	2.956453	3.140362
-128825640#1	12.39	8.95	247.67	0	20	320.455387	20419.243749	1.921889	0.275275	7.849362	8.77749
-13278020#0	1.77	12.64	551.48	257	257	28.601399	3339.118551	0.206602	0.046182	1.254498	1.435347
-13278020#1	2.75	12.70	803.91	257	257	47.864357	5529.201158	0.344717	0.077794	2.085868	2.37677
-13278020#2	1.59	12.65	504.61	257	257	77.495562	6265.855017	0.500977	0.111264	2.547311	2.693408
-13278020#3	0.89	11.91	330.85	257	257	86.271546	5742.749856	0.530095	0.113292	2.432419	2.468542
-13278020#4	0.74	10.71	303.58	257	257	85.184315	5168.888487	0.511356	0.103584	2.210886	2.221868
-13278020#5	3.45	2.03	1488.66	257	257	367.354721	8239.092865	1.866822	0.188123	3.678685	3.541771
-13278020#6	4.48	4.48	1423.20	257	257	279.400664	6485.15507	1.42412	0.140934	2.83467	2.787803
-13278020#7	2.11	10.80	656.00	257	257	160.05607	10077.57191	0.969037	0.196677	4.251003	4.331892
-13278020#8	0.52	10.59	249.14	257	257	58.903449	3562.572178	0.353253	0.071139	1.52267	1.531387
-13278159#0	12.93	2.23	2063.26	137	137	1305.03774	26186.421525	6.557432	0.607901	11.730241	11.256964
-13278159#1	1.67	10.09	292.84	137	137	41.737245	2730.765115	0.253253	0.04299	1.069558	1.173848
-13714843#0	1.84	13.06	130.07	61	0	38.664249	4189.062292	0.273351	0.062478	1.605808	1.800698
-13714843#1	14.62	12.93	914.08	61	61	229.525374	28968.097904	1.708154	0.3936	10.801326	12.45217
-13714843#2	14.38	12.73	900.12	61	61	378.131842	35829.654179	2.550433	0.558944	13.968201	15.401621
-13714843#3	19.09	3.96	1765.61	87	87	1610.417857	36034.56077	8.171943	0.775179	15.619369	15.490409
-13715172	23.46	11.91	1049.92	44	44	840.704157	64438.020273	5.330706	1.069516	25.69578	27.699145
-13715172.291	24.56	0.70	1377.76	44	44	3015.492353	51660.975168	14.94414	1.26673	23.548026	22.208189
-13797599#0	4.36	11.71	224.07	47	47	307.869305	20710.236355	1.892784	0.389596	8.635091	8.902398
-13797599#1	26.9	7.06	1957.50	71	71	1813.950847	61429.031822	9.694321	1.196929	25.751236	26.406294
-13797599#10	0.37	12.89	32.69	44	44	4.421982	641.079175	0.034702	0.008172	0.234602	0.275573
-13797599#2	12.06	2.67	747.12	54	54	1273.192317	24022.772072	6.358663	0.556432	10.691889	10.326932
-13797599#3	4.51	11.84	265.02	54	54	324.541079	22105.138769	2.001956	0.417652	9.227697	9.501997
-13797599#4	23.71	1.36	1196.65	44	44	2541.295823	45382.1265	12.636149	1.088089	20.511652	19.508964
-13797599#5	5.75	12.92	268.96	44	44	78.666512	10339.58613	0.593257	0.135687	3.823179	4.444559
-13797599#6	9.91	12.93	452.19	44	44	138.139615	18293.17837	1.047835	0.241598	6.770991	7.863475
