link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.0	4.97	469.55	159	159	105.998295	3653.543795	0.566721	0.065305	1.530566	1.57054
-104179543#1	0.61	4.76	255.28	159	159	18.64134	589.0978	0.09827	0.00992	0.242977	0.253236
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.49	9.27	104.47	18	0	134.370969	8999.606939	0.816221	0.122124	3.460065	3.868597
-104688711#4	5.42	9.31	106.66	18	18	122.951891	8679.379983	0.755249	0.107407	3.263679	3.730954
-104688711#5	8.6	9.06	164.16	18	18	348.299137	20981.99058	2.070687	0.335673	8.429885	9.019328
-109406983	17.1	9.02	105.73	6	6	757.191181	45433.332613	4.518402	0.826117	18.715391	19.529862
-109406986	3.05	6.93	340.15	91	91	86.935573	4194.560582	0.492563	0.069536	1.710026	1.803086
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.76	11.88	3361.44	412	412	279.043	21187.342897	1.762919	0.351724	8.454917	9.107533
-12319876#1	8.65	8.76	3788.75	412	412	320.777652	15654.23362	1.821441	0.26232	6.235073	6.729183
-12544650	15.77	11.14	5848.46	361	361	391.109549	31557.590606	2.509378	0.474963	12.2137	13.56532
-128245297	12.58	12.15	1076.26	83	83	602.175091	44312.450775	3.783675	0.785673	18.067204	19.047961
-128245298#0	0.32	13.00	57.08	83	83	4.501845	574.873947	0.033638	0.007679	0.213442	0.247114
-128245298#1	0.39	13.03	62.26	83	83	5.971508	734.688826	0.044064	0.010173	0.275121	0.315812
-128363658#0	2.91	12.95	154.23	47	47	48.137434	5582.713102	0.347104	0.079597	2.110396	2.399771
-128363658#1	4.59	12.94	229.83	47	47	72.116929	8789.567176	0.52981	0.120908	3.289838	3.778266
-128363658#2	1.66	12.95	95.30	47	47	21.873552	2938.069264	0.166802	0.038257	1.08227	1.262954
-128363658#3	20.13	12.82	1311.76	64	64	305.236767	37846.042756	2.252687	0.516709	14.124456	16.268426
-128363658#4	5.47	10.91	377.76	64	64	466.474863	28875.399719	2.809492	0.551575	12.121938	12.41225
-128363658#5	8.41	5.29	596.03	64	64	586.609473	17153.477358	3.073591	0.35467	7.370236	7.373741
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.22	8.04	67.36	14	14	137.320072	7629.485049	0.800265	0.117698	3.043987	3.279629
-128825640#1	12.62	8.79	176.52	0	14	278.126675	17434.513502	1.657782	0.216643	6.58594	7.494495
-13278020#0	1.76	12.70	1215.46	569	569	29.799017	3444.673647	0.214537	0.048077	1.29733	1.48072
-13278020#1	2.74	12.76	1772.04	569	569	54.319902	5814.361283	0.381931	0.086143	2.226624	2.499345
