link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	1.97	5.04	463.37	159	159	101.752418	3522.412388	0.544332	0.06269	1.473886	1.514171
-104179543#1	0.6	4.82	251.80	159	159	18.04633	576.082305	0.095288	0.009788	0.238144	0.247641
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.42	9.41	103.79	18	0	129.967274	9131.36277	0.798694	0.120021	3.479673	3.925235
-104688711#4	5.43	9.28	106.94	18	18	123.146703	8313.14287	0.749985	0.114991	3.209544	3.573507
-104688711#5	8.56	9.09	163.57	18	18	328.47128	19859.463684	1.955324	0.321873	8.004728	8.53679
-109406983	17.07	9.03	105.57	6	6	736.328222	46106.732391	4.436922	0.817736	18.836218	19.819334
-109406986	3.03	6.97	338.04	91	91	86.08342	4117.144185	0.486996	0.068917	1.683187	1.769807
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.81	11.81	3381.29	412	412	289.008101	21683.684092	1.820811	0.361521	8.66736	9.320889
-12319876#1	8.96	8.46	3922.68	412	412	334.517451	15793.288205	1.88745	0.265781	6.29952	6.788965
-12544650	15.7	11.20	5821.58	361	361	378.796496	30567.589392	2.431062	0.462469	11.849019	13.139754
-128245297	12.55	12.18	1073.82	83	83	588.795639	43856.358953	3.709736	0.77091	17.827424	18.851913
-128245298#0	0.32	13.03	56.94	83	83	4.839805	636.447532	0.036448	0.008427	0.235246	0.273582
-128245298#1	0.39	13.04	62.21	83	83	5.295328	700.250952	0.039962	0.009298	0.258923	0.301009
-128363658#0	2.96	12.75	236.68	71	71	58.973802	6354.167009	0.414128	0.093195	2.426389	2.731385
-128363658#1	4.62	12.84	350.12	71	71	79.273761	9300.804729	0.574802	0.132109	3.512557	3.998021
-128363658#2	1.68	12.80	145.62	71	71	25.047101	3120.779075	0.185664	0.042559	1.16523	1.341492
-128363658#3	20.18	12.78	1808.48	88	88	323.438506	38813.358274	2.361053	0.537531	14.560514	16.68423
-128363658#4	5.39	11.06	511.86	88	88	465.766618	28502.060695	2.799361	0.555831	12.046272	12.251755
-128363658#5	7.76	5.74	755.35	88	88	502.770129	15150.991499	2.644267	0.308206	6.474504	6.51293
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.41	7.70	70.36	14	14	138.533332	7277.436727	0.798407	0.117403	2.941231	3.128295
