link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.02	4.92	146.28	49	49	119.243054	4086.737248	0.637056	0.073467	1.714893	1.756756
-104179543#1	0.63	4.61	81.22	49	49	18.481418	575.523336	0.097263	0.009887	0.238653	0.247401
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.74	8.88	111.08	18	0	140.624058	8911.455965	0.842041	0.119247	3.421687	3.830713
-104688711#4	5.68	8.87	111.94	18	18	135.392675	8395.370112	0.806694	0.113831	3.235948	3.608866
-104688711#5	8.94	8.71	170.81	18	18	353.931834	20393.151844	2.083334	0.332929	8.250721	8.766211
-109406983	17.57	8.78	108.64	6	6	809.222913	47268.437835	4.796173	0.867627	19.520185	20.318701
-109406986	2.94	7.19	263.13	73	73	75.787841	3920.639802	0.435801	0.065575	1.599769	1.685332
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.65	12.05	1712.60	213	213	256.556999	20300.132158	1.639126	0.327897	8.025183	8.726165
-12319876#1	7.99	9.49	1807.46	213	213	253.288319	14204.007355	1.480352	0.226829	5.570837	6.10577
-12544650	14.23	12.35	2002.46	137	137	249.944677	27347.143905	1.76551	0.382066	10.339157	11.755395
-128245297	12.59	12.14	1505.25	116	116	596.820598	44286.429961	3.757527	0.781084	18.026603	19.036778
-128245298#0	0.32	13.00	79.75	116	116	5.224737	638.240159	0.038263	0.008785	0.238788	0.274353
-128245298#1	0.39	13.00	87.20	116	116	5.9192	727.467832	0.043528	0.010068	0.272482	0.312708
-128363658#0	2.96	12.77	86.52	26	26	49.564527	5745.189889	0.356865	0.080755	2.166519	2.469615
-128363658#1	4.61	12.88	128.59	26	26	73.365751	8935.045334	0.539815	0.123865	3.352077	3.840799
-128363658#2	1.67	12.88	53.01	26	26	24.853314	2829.930734	0.177476	0.039732	1.068725	1.216468
-128363658#3	20.01	12.90	651.95	32	32	290.443734	38005.596948	2.189	0.504474	14.074896	16.337022
-128363658#4	5.51	10.82	190.47	32	32	485.957632	29168.965734	2.905984	0.566561	12.31858	12.538438
-128363658#5	8.72	5.10	308.72	32	32	565.670036	15655.204561	2.939531	0.322636	6.708484	6.729709
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.28	7.93	97.55	20	20	136.562886	7460.865659	0.794158	0.121825	3.021517	3.207137
-128825640#1	12.41	8.94	247.96	0	20	308.521026	19504.795771	1.845647	0.257337	7.462991	8.384413
-13278020#0	1.77	12.67	550.03	257	257	29.562284	3451.090612	0.213623	0.047423	1.295222	1.48348
-13278020#1	2.75	12.72	803.06	257	257	49.071272	5654.299963	0.353009	0.079845	2.134719	2.430545
-13278020#2	1.59	12.59	506.86	257	257	78.121739	6348.550906	0.505619	0.111794	2.574957	2.728956
-13278020#3	0.89	11.84	332.69	257	257	82.153044	5517.030095	0.505694	0.107393	2.326878	2.371517
-13278020#4	0.74	10.71	303.64	257	257	84.277285	5116.547558	0.505937	0.102328	2.187124	2.19937
-13278020#5	3.38	2.07	1458.19	257	257	365.85114	8186.837209	1.858697	0.186807	3.654472	3.519308
-13278020#6	4.72	4.25	1500.09	257	257	299.219363	6778.424264	1.521319	0.148748	2.972556	2.913876
-13278020#7	2.1	10.87	651.57	257	257	153.032367	9878.946099	0.932139	0.190898	4.153664	4.246511
-13278020#8	0.52	10.61	248.76	257	257	58.46	3548.654913	0.350863	0.070618	1.515015	1.525405
-13278159#0	12.59	2.29	2008.76	137	137	1254.445525	25471.508715	6.30999	0.587543	11.382596	10.949632
-13278159#1	1.59	10.60	278.71	137	137	31.761048	2537.872149	0.202805	0.036827	0.970419	1.09093
-13714843#0	1.84	13.04	130.83	61	0	37.750585	4163.649513	0.268333	0.061572	1.591435	1.789774
-13714843#1	14.59	12.95	912.66	61	61	216.270284	27939.368332	1.61989	0.373785	10.371402	12.009967
