link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.03	4.90	146.92	49	49	112.220974	3718.32501	0.596315	0.065985	1.555093	1.598392
-104179543#1	0.62	4.68	80.02	49	49	19.312736	586.273365	0.101268	0.010021	0.242829	0.252023
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.73	8.89	110.52	18	0	141.937319	8707.929695	0.844483	0.123137	3.390798	3.743217
-104688711#4	5.69	8.86	112.00	18	18	141.598076	8932.544131	0.847027	0.120033	3.433294	3.839777
-104688711#5	8.92	8.73	170.36	18	18	341.33084	19618.771464	2.007632	0.318285	7.924493	8.433339
-109406983	17.9	8.61	110.73	6	6	810.79632	46587.067561	4.791106	0.875948	19.409427	20.025785
-109406986	2.92	7.24	171.83	48	48	91.866502	4827.252334	0.530419	0.082755	1.982921	2.075046
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.67	12.01	1718.37	213	213	260.413518	20310.388026	1.657023	0.329803	8.043972	8.730574
-12319876#1	8.01	9.47	1812.13	213	213	256.082506	14237.935508	1.493441	0.226663	5.575518	6.120358
-12544650	14.24	12.35	2003.39	137	137	252.775434	27459.116485	1.781484	0.386458	10.39966	11.803524
-128245297	12.6	12.12	2143.74	165	165	597.98731	44273.782779	3.760817	0.778652	18.00703	19.031346
-128245298#0	0.32	12.96	113.82	165	165	4.718008	623.43094	0.035599	0.008205	0.230285	0.267987
-128245298#1	0.39	12.96	124.38	165	165	5.080528	681.201326	0.03852	0.009059	0.251956	0.29282
-128363658#0	2.98	12.67	87.22	26	26	52.695183	5811.853008	0.372528	0.083771	2.209351	2.498269
-128363658#1	4.62	12.85	129.21	26	26	74.848434	9486.665294	0.556401	0.127058	3.526781	4.077922
-128363658#2	1.67	12.91	52.86	26	26	22.981182	3014.574575	0.173491	0.040196	1.117501	1.29584
-128363658#3	20.12	12.82	655.58	32	32	286.656921	37295.59363	2.158276	0.497215	13.830803	16.031819
-128363658#4	5.46	10.93	188.53	32	32	473.60303	28797.621335	2.841161	0.556388	12.138123	12.378813
