link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	1.97	5.03	464.22	159	159	99.110614	3448.671708	0.53068	0.061666	1.444732	1.482472
-104179543#1	0.6	4.82	251.87	159	159	16.311269	533.009602	0.086414	0.009033	0.220166	0.229125
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.46	9.33	106.02	18	0	121.280445	8397.686472	0.743018	0.113446	3.222348	3.609851
-104688711#4	5.41	9.32	106.54	18	18	117.357209	8148.00883	0.718839	0.106595	3.102837	3.502529
-104688711#5	8.54	9.12	163.00	18	18	322.568342	19713.584567	1.924915	0.318076	7.935608	8.474082
-109406983	16.87	9.14	104.32	6	6	701.864394	43046.724694	4.207888	0.775138	17.686854	18.503958
-109406986	2.95	7.16	148.30	41	41	96.815758	4923.575929	0.554644	0.082097	2.008064	2.116457
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.77	11.86	3365.49	412	412	275.628059	20959.94882	1.74271	0.347086	8.358564	9.009787
-12319876#1	8.66	8.75	3793.37	412	412	319.250805	15533.074168	1.812423	0.261053	6.190602	6.677101
-12544650	15.69	11.21	5815.53	361	361	375.899095	30638.299804	2.419029	0.460617	11.853867	13.170152
-128245297	12.51	12.21	2334.79	181	181	609.183526	44885.196237	3.828509	0.796852	18.302584	19.294157
-128245298#0	0.32	13.07	123.76	181	181	4.156947	546.201442	0.031394	0.007323	0.202557	0.234789
-128245298#1	0.38	13.14	134.54	181	181	5.693069	707.578459	0.042176	0.009856	0.265138	0.304158
-128363658#0	2.96	12.76	236.45	71	71	54.566905	6357.543905	0.394121	0.08856	2.391821	2.732841
-128363658#1	4.61	12.88	349.05	71	71	81.448012	9448.370605	0.587069	0.13304	3.564237	4.061455
-128363658#2	1.68	12.78	145.79	71	71	26.129871	3387.801974	0.196667	0.044492	1.252956	1.456276
-128363658#3	20.18	12.79	1808.26	88	88	328.916983	39028.966856	2.393032	0.544217	14.670229	16.776908
-128363658#4	5.41	11.03	513.96	88	88	467.601054	28839.654382	2.81356	0.556063	12.144679	12.396878
-128363658#5	7.76	5.73	755.80	88	88	516.670479	15447.843854	2.715519	0.316606	6.61714	6.640537
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.24	8.00	67.72	14	14	122.900153	6735.786605	0.713607	0.10159	2.672568	2.895466
-128825640#1	12.67	8.76	177.19	0	14	288.963073	17774.74662	1.717604	0.236946	6.824595	7.640729
-13278020#0	1.75	12.76	1209.14	569	569	27.501723	3235.796005	0.199543	0.045176	1.217395	1.390932
-13278020#1	2.72	12.85	1760.26	569	569	52.501591	5746.971601	0.371794	0.084757	2.195723	2.470377
-13278020#2	1.58	12.71	1111.74	569	569	86.082198	6722.842574	0.551426	0.122636	2.757954	2.889843
-13278020#3	0.89	11.87	735.06	569	569	89.531442	5928.665064	0.549366	0.116953	2.511731	2.548459
-13278020#4	0.75	10.58	680.16	569	569	86.596185	5213.020535	0.518811	0.104485	2.230504	2.240839
-13278020#5	3.07	2.28	2713.55	527	527	322.593579	7616.112673	1.64828	0.171135	3.384972	3.273957
-13278020#6	6.13	3.27	3998.33	527	527	451.288644	9781.742264	2.284165	0.218692	4.325118	4.204937
-13278020#7	3.52	6.49	2238.53	527	527	271.413443	11390.588634	1.506427	0.231661	4.86881	4.896361
-13278020#8	0.59	9.30	581.95	527	527	61.966166	3527.748451	0.366281	0.070497	1.507228	1.516421
-13278159#0	14.5	1.99	6097.75	361	361	1514.31054	30766.689977	7.617261	0.708732	13.757455	13.225911
-13278159#1	3.79	4.44	1753.89	361	361	237.532019	6141.717235	1.224794	0.125524	2.629578	2.640157
-13714843#0	1.87	12.84	574.21	265	0	54.315382	5120.269151	0.366479	0.082212	2.011164	2.200979
-13714843#1	15.09	12.52	4100.50	265	265	279.493237	30554.412608	1.976131	0.435263	11.593203	13.134054
-13714843#2	14.73	12.43	4006.03	265	265	415.698431	37315.655741	2.760826	0.594985	14.674632	16.040384
-13714843#3	21.53	3.51	7003.67	306	306	1831.180568	40489.259002	9.283195	0.88441	17.6847	17.405372
-13715172	23.94	11.67	2824.70	116	116	901.873639	64657.39591	5.613326	1.083696	25.848516	27.793479
-13715172.291	24.12	0.72	3567.79	116	116	2973.308441	51156.271471	14.73993	1.25089	23.297847	21.991219
