link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.02	4.93	265.24	89	89	108.888463	3700.161529	0.580875	0.065988	1.549323	1.590581
-104179543#1	0.61	4.75	143.02	89	89	18.841107	594.934574	0.099316	0.010039	0.245527	0.255745
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.74	8.88	110.02	18	0	136.753572	8704.57708	0.820083	0.118122	3.352002	3.74178
-104688711#4	5.69	8.86	112.08	18	18	135.995427	8562.078266	0.813268	0.115886	3.296982	3.680526
-104688711#5	8.93	8.72	170.54	18	18	355.12461	20203.376809	2.082257	0.319631	8.108948	8.684653
-109406983	17.49	8.81	108.20	6	6	768.799347	45419.887382	4.574519	0.855284	18.915995	19.524045
-109406986	2.96	7.14	264.92	73	73	92.977638	4620.267135	0.529852	0.075819	1.87682	1.98608
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.65	12.05	1712.74	213	213	262.948024	20540.181418	1.674672	0.335939	8.151225	8.829348
-12319876#1	8.08	9.38	1828.31	213	213	249.894113	14197.215746	1.464039	0.22438	5.548746	6.102851
-12544650	14.23	12.35	2002.00	137	137	258.460644	28078.311993	1.822892	0.395456	10.637257	12.06969
-128245297	12.61	12.12	1508.23	116	116	605.238608	44482.829427	3.800835	0.787267	18.130719	19.121202
-128245298#0	0.32	12.95	80.00	116	116	4.216509	549.252809	0.031846	0.007418	0.204265	0.236101
-128245298#1	0.39	13.00	87.16	116	116	5.574818	729.766054	0.042215	0.009917	0.271585	0.313696
-128363658#0	2.95	12.81	86.24	26	26	53.912385	6562.367618	0.396597	0.08996	2.456779	2.820887
-128363658#1	4.64	12.80	128.48	26	26	75.322241	8888.856266	0.547271	0.123407	3.341041	3.820946
-128363658#2	1.68	12.79	53.35	26	26	21.646803	2678.257126	0.159407	0.037058	1.002123	1.15127
-128363658#3	20.06	12.86	653.78	32	32	296.761902	37932.686978	2.219451	0.50942	14.097359	16.305677
-128363658#4	5.56	10.73	191.98	32	32	507.399645	30297.087184	3.030496	0.589252	12.804269	13.023368
-128363658#5	8.67	5.13	307.13	32	32	569.931911	15145.641091	2.947052	0.317162	6.532889	6.510673
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.24	8.01	96.58	20	20	138.32783	7433.691687	0.801005	0.118875	2.994957	3.195462
-128825640#1	12.36	8.98	246.93	0	20	287.279567	18277.133145	1.722744	0.248838	7.041455	7.856671
-13278020#0	1.77	12.64	551.31	257	257	30.338317	3529.655641	0.219225	0.048847	1.326753	1.517251
-13278020#1	2.77	12.63	808.43	257	257	49.132057	5545.347139	0.351471	0.078762	2.098814	2.38371
-13278020#2	1.6	12.58	507.18	257	257	78.703412	6336.758476	0.508133	0.112436	2.57664	2.723886
-13278020#3	0.9	11.81	333.55	257	257	80.657367	5455.5302	0.497289	0.105353	2.294877	2.345082
-13278020#4	0.74	10.69	304.19	257	257	83.412403	5077.708997	0.500997	0.101107	2.167395	2.182675
-13278020#5	3.41	2.06	1470.28	257	257	367.005143	8220.748934	1.864796	0.187747	3.670514	3.533886
-13278020#6	4.44	4.51	1412.26	257	257	274.987618	6296.53294	1.399629	0.137549	2.75644	2.706721
-13278020#7	2.35	9.71	729.94	257	257	179.470748	10253.531019	1.061284	0.200622	4.327275	4.407542
