link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-248846659#1	14.01	10.32	646.38	45	0	272.970401	22780.648063	1.76102	0.296068	8.59382	9.792526
1	10.87	13.07	749.71	0	69	150.426208	18706.350564	1.114001	0.257811	6.994982	8.041072
100	14.1	15.77	2480.58	0	176	176.031145	27109.948835	1.413332	0.403013	10.064381	11.653367
11	14.29	12.11	1922.89	131	131	609.422494	40511.10662	3.720793	0.732357	16.249927	17.413995
12	31.18	13.84	4129.68	131	131	906.301909	76779.672998	5.88572	1.273294	29.814084	33.004287
13	14.35	13.35	1926.61	131	131	538.169246	38745.598803	3.343057	0.668601	15.314735	16.65509
132017141#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
132017141#1	1.59	10.41	320.20	158	158	73.051083	5067.629452	0.451339	0.086868	2.061779	2.178356
132017141#2	1.24	10.64	40.05	24	24	20.71425	1868.387182	0.136707	0.023342	0.696998	0.803148
132017141#3	0.7	10.20	294.53	253	253	27.847725	1911.929179	0.171512	0.032452	0.776199	0.821857
132017141#4	1.36	9.84	422.31	229	229	30.203472	2246.998051	0.188859	0.031172	0.863748	0.965898
132017141#5	0.84	8.77	396.61	288	288	42.264238	2418.031021	0.249037	0.042755	0.997329	1.039412
132017141#6	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
132017142	20.78	16.22	505.84	24	24	500.139496	60746.358309	3.676352	0.996673	23.33367	26.112103
132017149	11.5	12.73	3418.39	288	288	340.884965	31555.045434	2.287627	0.506317	12.407919	13.564135
132017150	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
132017151	23.44	13.15	428.49	18	18	356.539836	45988.149144	2.679443	0.626742	17.137142	19.768369
135657120	14.54	21.47	3233.07	219	219	466.973116	50932.875903	3.365628	0.959583	19.536972	21.893676
135657123	2.85	18.67	680.08	219	219	399.108151	28341.432185	2.50854	0.611369	12.041566	12.182596
14	44.79	15.63	5907.74	131	131	717.274996	100785.221875	5.541577	1.520504	37.67978	43.323115
142362576	109.24	21.57	26597.68	243	243	2605.651676	327524.937889	19.819647	5.92907	122.377161	140.787953
142362585	16.3	21.49	4096.02	248	248	388.328758	48985.230404	2.955888	0.884839	18.302468	21.056505
142362611	14.59	16.42	431.42	29	29	297.78522	34054.76719	2.14617	0.574743	12.95898	14.638613
142362617	12.85	16.22	709.96	54	54	268.148487	29357.655084	1.905418	0.501237	11.238417	12.619534
142362623	2.95	11.73	190.98	57	57	247.387213	16778.237637	1.526628	0.325023	7.057568	7.212193
142362634	16.33	15.69	632.11	38	38	209.420015	33123.5887	1.704366	0.48688	12.244004	14.238371
