link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.0	4.97	469.87	159	159	111.342816	3780.727154	0.593873	0.067278	1.582037	1.625214
-104179543#1	0.61	4.71	257.90	159	159	17.420912	549.824361	0.091842	0.009376	0.227519	0.236354
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.45	9.35	105.54	18	0	133.225816	9150.970583	0.814036	0.121289	3.496593	3.933664
-104688711#4	5.39	9.35	106.13	18	18	121.792865	8498.337427	0.747001	0.111218	3.23603	3.653122
-104688711#5	8.54	9.11	163.15	18	18	336.683015	20512.482665	2.007076	0.328087	8.239032	8.817502
-109406983	17.18	8.97	106.27	6	6	742.850951	45489.824955	4.451218	0.802774	18.567122	19.554171
-109406986	3.02	7.01	336.47	91	91	90.005055	4354.479538	0.509965	0.070769	1.765701	1.871831
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.77	11.86	3364.65	412	412	278.315393	21117.9931	1.758434	0.350001	8.425725	9.077723
-12319876#1	8.78	8.63	3843.46	412	412	323.075909	15790.784668	1.835889	0.266602	6.304163	6.787877
-12544650	15.6	11.27	5785.34	361	361	368.142306	30587.843171	2.381966	0.458902	11.822958	13.148458
-128245297	12.57	12.15	1076.10	83	83	592.646967	44218.88133	3.73577	0.778201	17.98012	19.007743
-128245298#0	0.32	13.00	57.06	83	83	6.009259	714.991398	0.043911	0.010073	0.26932	0.307345
-128245298#1	0.39	13.02	62.28	83	83	7.536756	890.418471	0.054966	0.01271	0.336309	0.382753
-128363658#0	2.96	12.76	236.54	71	71	54.913194	6047.799593	0.389793	0.088403	2.305915	2.599691
-128363658#1	4.61	12.88	350.07	71	71	85.320182	9736.942963	0.612262	0.138705	3.685367	4.185499
-128363658#2	1.7	12.67	147.06	71	71	23.85046	2804.538371	0.172811	0.038718	1.053092	1.205553
-128363658#3	20.2	12.77	1810.18	88	88	314.147385	38193.876887	2.304704	0.525648	14.300155	16.417943
-128363658#4	5.39	11.07	512.08	88	88	455.476898	28099.767377	2.741752	0.543577	11.842189	12.078831
-128363658#5	7.77	5.72	757.03	88	88	502.099686	15220.392568	2.643482	0.311528	6.519438	6.542758
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.33	7.83	69.16	14	14	128.098804	6809.313419	0.739748	0.107657	2.7371	2.927068
-128825640#1	12.67	8.76	177.23	0	14	307.562805	19011.690091	1.831229	0.258247	7.330965	8.172438
-13278020#0	1.78	12.59	1225.93	569	569	30.576268	3441.86175	0.218163	0.048413	1.300275	1.479512
-13278020#1	2.76	12.69	1782.25	569	569	53.071844	5741.458821	0.374199	0.084427	2.193884	2.468008
-13278020#2	1.59	12.61	1120.42	569	569	80.864068	6389.370491	0.519512	0.115238	2.61186	2.7465
-13278020#3	0.89	11.85	736.12	569	569	85.82737	5717.671842	0.527334	0.112013	2.416853	2.457763
-13278020#4	0.74	10.62	677.64	569	569	85.085096	5142.791699	0.510199	0.102696	2.197444	2.210651
-13278020#5	3.14	2.23	2776.56	527	527	343.008589	8063.406804	1.751803	0.181533	3.585513	3.466238
-13278020#6	7.18	2.80	4677.42	527	527	568.286282	11889.741747	2.866196	0.268718	5.278406	5.111128
-13278020#7	4.13	5.52	2631.86	527	527	314.913759	11581.473042	1.708391	0.238502	4.971016	4.978443
-13278020#8	0.62	8.98	603.01	527	527	61.435011	3450.467409	0.361998	0.068904	1.473023	1.483202
-13278159#0	14.33	2.01	6024.97	361	361	1512.111898	30817.957844	7.608767	0.710689	13.784216	13.247945
-13278159#1	3.75	4.49	1734.54	361	361	232.694951	6059.615377	1.200832	0.123918	2.592604	2.604862
-13714843#0	1.87	12.84	571.69	265	0	53.205408	5045.136209	0.359723	0.080905	1.9804	2.168683
-13714843#1	15.15	12.48	4114.32	265	265	287.702446	30709.687758	2.017631	0.442591	11.695447	13.200798
-13714843#2	14.73	12.44	4003.68	265	265	407.735789	37175.096167	2.720246	0.584952	14.558937	15.979971
-13714843#3	20.9	3.62	6796.82	306	306	1786.56751	39662.108677	9.061336	0.865675	17.314048	17.049795
-13715172	23.94	11.67	2824.47	116	116	883.232216	65034.070522	5.53666	1.081603	25.938395	27.955389
-13715172.291	25.57	0.68	3781.21	116	116	3214.983852	55097.873891	15.933242	1.350444	25.108309	23.685654
-13797599#0	4.31	11.84	457.04	97	97	261.278815	18096.417767	1.618409	0.334065	7.497487	7.778839
-13797599#1	31.1	6.11	3379.21	106	106	2405.889774	74997.383121	12.712292	1.513631	31.863178	32.238952
-13797599#10	0.38	12.77	41.26	55	55	4.815724	579.821847	0.035034	0.007573	0.21515	0.249242
-13797599#2	17.06	1.89	1565.90	80	80	1813.346188	32535.773403	9.020145	0.777401	14.6705	13.986545
-13797599#3	4.51	11.83	393.12	80	80	310.226643	21299.272338	1.9175	0.398753	8.86563	9.155596
-13797599#4	18.75	1.73	1182.48	55	55	1856.042073	35373.370915	9.280095	0.828103	15.857944	15.206303
-13797599#5	5.85	12.68	342.49	55	55	83.927905	10870.628592	0.63003	0.142445	4.021582	4.672833
-13797599#6	10.02	12.79	571.46	55	55	162.834218	20054.159812	1.201771	0.271407	7.485173	8.620446
-13797599#7	4.16	12.72	249.18	55	55	65.543446	7749.523876	0.476985	0.107291	2.911515	3.331195
-13797599#8	2.91	12.77	180.73	55	55	44.261028	5540.752988	0.328462	0.074174	2.061936	2.381739
-13797599#9	4.48	12.79	266.61	55	55	66.240745	8520.198555	0.496141	0.110868	3.147302	3.662482
-13797704#0	5.09	9.19	544.00	97	97	109.562386	7621.285556	0.67288	0.106415	2.935168	3.276101
-13797704#1	1.34	11.58	170.02	97	97	11.714685	1276.10764	0.082239	0.017811	0.481897	0.548545
-13798697	11.56	12.18	884.32	74	74	471.550442	37255.248998	3.018415	0.632425	14.977974	16.014399
-14326205#0	2.52	11.95	280.11	96	96	27.354916	3200.811488	0.196722	0.04274	1.192207	1.375897
-14326205#1	4.27	12.80	445.84	96	96	64.616777	8015.619082	0.47674	0.107948	2.984452	3.44558
-14326205#2	0.59	12.76	92.34	96	96	10.781012	1259.722482	0.077523	0.017489	0.473255	0.541502
-14326205#3	1.09	12.70	140.85	96	96	20.718453	2234.185589	0.145599	0.032056	0.849501	0.960382
-14326205#4	6.69	11.78	1397.20	197	197	101.345695	10832.632156	0.71036	0.150971	4.08768	4.656499
-14327505#0	2.48	1.46	1349.29	235	235	295.827251	6320.62977	1.495826	0.145946	2.832075	2.717083
-14327505#1	21.58	3.74	5369.71	235	235	1951.004109	51738.367956	10.103273	1.121698	22.611317	22.24077
-14327505#2	23.04	3.45	3198.23	131	131	2185.239368	51397.183247	11.158281	1.135343	22.561814	22.094288
-14327505#3	1.29	10.91	225.90	131	131	140.389515	8711.172061	0.847093	0.172409	3.707682	3.744535
-14328611	0.19	6.38	75.58	81	81	20.431134	895.786599	0.114188	0.017898	0.386715	0.385062
-14333888#0	2.93	7.52	135.21	38	38	131.423454	6936.775701	0.760744	0.124984	2.887063	2.981837
-14333888#1	1.96	8.97	94.78	38	38	55.550194	3515.681968	0.333381	0.051528	1.379324	1.511258
