link	ttime	avgspeed	sampledSeconds	entered	left	cost_co	cost_co2	cost_hc	cost_PMx	cost_nox	cost_fuel
-104179543#0	2.03	4.88	147.39	49	49	101.985875	3436.332985	0.543347	0.061257	1.4388	1.477171
-104179543#1	0.61	4.74	78.97	49	49	15.052942	494.837863	0.079856	0.008584	0.205658	0.212716
-104688711#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-104688711#3	5.72	8.90	110.44	18	0	148.753085	9597.431409	0.894836	0.129138	3.687493	4.125585
-104688711#4	5.67	8.90	111.60	18	18	134.48569	8332.72332	0.801447	0.11459	3.222558	3.581934
-104688711#5	8.94	8.71	170.72	18	18	351.806085	20174.709303	2.067136	0.322067	8.115721	8.672323
-109406983	18.02	8.56	111.42	6	6	854.229807	48613.612859	5.035423	0.926213	20.318963	20.896899
-109406986	2.95	7.17	173.49	48	48	98.785202	5086.883772	0.567811	0.086847	2.088086	2.186653
-109406987#1	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-113957039	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-12319876#0	7.66	12.04	1713.52	213	213	267.069455	20668.266291	1.697459	0.340246	8.220657	8.884405
-12319876#1	8.1	9.36	1833.47	213	213	267.280372	14392.801995	1.549043	0.234292	5.678032	6.186927
-12544650	14.21	12.37	1998.96	137	137	247.476703	27166.797356	1.750181	0.379871	10.271017	11.67787
-128245297	12.59	12.14	2141.90	165	165	597.509356	44173.884942	3.758321	0.777246	17.972413	18.988405
-128245298#0	0.32	13.03	113.01	165	165	5.561154	652.16249	0.040328	0.009343	0.246629	0.280337
-128245298#1	0.39	13.01	123.91	165	165	5.768782	704.854157	0.042477	0.009878	0.264727	0.302987
-128363658#0	2.96	12.77	86.54	26	26	57.884687	6301.609655	0.408736	0.091986	2.403952	2.708793
-128363658#1	4.62	12.85	128.14	26	26	71.270848	9030.299043	0.531625	0.121915	3.363175	3.881748
-128363658#2	1.68	12.79	53.35	26	26	21.718422	2797.048803	0.162657	0.036821	1.035603	1.202335
-128363658#3	19.97	12.92	650.78	32	32	289.088036	37325.702607	2.166065	0.503143	13.875783	16.044755
-128363658#4	5.53	10.78	191.11	32	32	495.521373	29726.685242	2.962182	0.577469	12.555452	12.778177
-128363658#5	8.72	5.10	308.88	32	32	607.364541	16746.919306	3.157701	0.349871	7.21178	7.198999
-128823190#0	0.0	0	0.00	0	0	0.0	0.0	0.0	0.0	0.0	0.0
-128825640#0	4.22	8.04	96.23	20	20	125.22998	6852.848075	0.728074	0.109621	2.760815	2.945777
-128825640#1	12.34	8.99	246.62	0	20	285.700184	18746.702864	1.725602	0.250118	7.182004	8.058523
-13278020#0	1.77	12.64	551.48	257	257	27.017851	3311.367502	0.198691	0.044563	1.234553	1.423419
-13278020#1	2.76	12.68	805.36	257	257	48.571956	5611.250188	0.349688	0.078147	2.112762	2.412041
-13278020#2	1.59	12.60	506.58	257	257	72.20328	5864.39699	0.467447	0.103834	2.381978	2.520839
-13278020#3	0.88	11.96	329.49	257	257	85.57752	5700.861435	0.525949	0.112501	2.414849	2.450536
-13278020#4	0.73	10.78	301.63	257	257	87.155851	5282.062954	0.523152	0.106476	2.263439	2.270516
-13278020#5	3.1	2.26	1336.32	257	257	326.549449	7566.851832	1.665201	0.171275	3.370328	3.252785
-13278020#6	4.38	4.58	1391.99	257	257	261.986797	6058.207186	1.334889	0.1323	2.653291	2.604269
-13278020#7	2.17	10.51	674.19	257	257	165.604905	10162.855617	0.996076	0.197467	4.279774	4.368557
-13278020#8	0.52	10.65	247.87	257	257	60.177278	3643.416434	0.361013	0.072896	1.558117	1.566138
-13278159#0	12.57	2.29	2005.59	137	137	1234.909599	25028.03855	6.210223	0.576834	11.181987	10.758997
-13278159#1	1.67	10.07	293.32	137	137	38.904566	2670.800112	0.238066	0.039345	1.0252	1.148074
-13714843#0	1.83	13.09	129.30	61	0	27.856207	3517.633273	0.207828	0.048113	1.313176	1.512083
-13714843#1	14.48	13.05	905.74	61	61	217.905787	27690.632948	1.627952	0.377968	10.329444	11.903038
-13714843#2	14.33	12.78	896.87	61	61	388.113786	36678.440457	2.618403	0.573482	14.304781	15.766477
-13714843#3	19.64	3.85	1815.72	87	87	1683.704668	37231.36908	8.53334	0.803176	16.155578	16.004902
-13715172	23.55	11.86	1053.64	44	44	815.997425	63339.041955	5.19356	1.045553	25.230089	27.226741
-13715172.291	23.35	0.74	1309.95	44	44	2841.578588	48995.674663	14.08963	1.198269	22.31361	21.062409
-13797599#0	4.35	11.73	223.60	47	47	296.042981	20132.7053	1.825026	0.375194	8.367117	8.654146
-13797599#1	26.82	7.09	1951.63	71	71	1809.60452	61549.767263	9.677172	1.191519	25.74094	26.458201
